,fitness_experience_fair,fitness_education_fair,fitness_skills_fair,score_fair,fitness_experience,fitness_education,fitness_skills,score,Unnamed: 0,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c,id_j,education_reqs_j,experience_reqs_role_j,experience_reqs_duration_j,skills_j,gender_j,agg_perceived_foreign_j,ranking,shortlisted,gender_c_agg_perceived_foreign_c,relevant_exp_role_c,role_duration_months_c,degree_list_c,fitness_gender,fitness_foreign,gender_c_agg_perceived_foreign_c_coded
0,1.1728566583913649,0.46879498597578484,0.4430038194847817,-1.0733623963893093,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.854961693786468,0,5,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Stylo Milano', 'start_date': 'October 2019', 'end_date': 'March 2020', 'role': 'Hairdresser', 'duration': '5 months', 'duration_months': 5}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Machine Learning', 'Personnel Selection', 'Personal Profiles', 'Research', 'Problem Solving']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,72,0,ManNo,[],0,['Degree In Law'],1,1,1
1,1.0967030624240737,0.45275402165568784,0.460789792609461,-0.8934614736119707,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.7465914078091482,2,16,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Alcampo', 'start_date': 'January 2022', 'end_date': 'December 2022', 'role': 'Cashier', 'duration': '11 months', 'duration_months': 11}]","['Entrepreneurship', 'Operating Systems', 'Literacy', 'Web Design', 'Adobe Premiere Pro', 'Adobe Indesign', 'Adobe Illustrator', 'Project Management', 'Java (Programming Language)', 'Legal Research', 'Project Management Software', 'Research', 'Outsourcing', 'Italian', 'Machine Learning', 'Microsoft Outlook', 'Arabic', 'Maple (Software)', 'French', 'Social Integration', 'Adobe Photoshop', 'Adobe Creative Suite', 'Microsoft Office', 'Storage Management', 'Artificial Intelligence', 'Integration', 'Operations', 'Registration', 'Microsoft Powerpoint']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,71,0,WomanNo,[],0,['Degree In Law'],0,1,3
2,0.33606278381680804,0.471186304277387,0.4919609195466988,0.6091207043402675,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-0.10221383748097819,4,17,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'The Phone House', 'start_date': 'June 2023', 'end_date': 'September 2023', 'role': 'Saleswoman', 'duration': '3 months', 'duration_months': 3}]","['Microsoft Word', 'Personnel Selection', 'Draft (Boiler)', 'Adobe Premiere Pro', 'Communications', 'Project Management', 'Java (Programming Language)', 'Microsoft Excel', 'Filing', 'Italian', 'Arabic', 'Microsoft Outlook', 'Maple (Software)', 'French', 'Social Integration', 'Microsoft Office', 'Informatics', 'Integration', 'Microsoft Powerpoint']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,49,0,ManNo,[],0,['Degree In Law'],1,1,1
3,0.5774481985580697,0.4617713957743089,0.47664517922136335,0.18092075739562374,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-0.7417411172287184,5,65,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'La Duquesa Golf Club', 'start_date': 'March 2022', 'end_date': 'June 2022', 'role': 'Proshop Store Clerk', 'duration': '3 months', 'duration_months': 3}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Personal Profiles', 'Research']",Man,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,52,0,ManYes,[],0,['Degree In Law'],1,0,2
4,0.21435055740227738,0.4780848235900754,0.49581383655579164,0.7896498218997178,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,0.23145256934393035,6,121,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Golden Crayfish', 'start_date': 'April 2023', 'end_date': 'September 2023', 'role': 'Waitress', 'duration': '5 months', 'duration_months': 5}]","['Microsoft Excel', 'Microsoft Office', 'French']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,18,0,ManNo,[],0,['Degree In Law'],1,1,1
5,0.18532927481943903,0.4804110733755006,0.4961664955381106,0.8295277837628728,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,0.31486917105015705,7,130,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'New York Haute Couture Clothing Store', 'start_date': 'January 2023', 'end_date': 'April 2023', 'role': 'Customer Service Agent', 'duration': '3 months', 'duration_months': 3}]","['Communications', 'Microsoft Word', 'Spanish', 'Reconciliation', 'Problem Solving']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,13,0,ManNo,[],0,['Degree In Law'],1,1,1
6,-0.13427045818932265,0.5350395307186773,0.4555220612709976,1.1934184144790405,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,1.8997846034684693,9,147,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Aramark Sa La Orotava Salesian School', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Dinning Hall Monitor', 'duration': '2 years, 5 months', 'duration_months': 29}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Machine Learning', 'Personnel Selection', 'Personal Profiles', 'Research', 'Problem Solving']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,1,1,WomanNo,[],0,['Degree In Law'],0,1,3
7,0.172200746895098,0.4899861480315273,0.4660613738558735,0.8181195781934246,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,0.42053019987804463,10,225,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Prosegur', 'start_date': 'August 2021', 'end_date': 'June 2022', 'role': 'Security Assistant', 'duration': '10 months', 'duration_months': 10}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Personnel Selection', 'Personal Profiles', 'Research']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,9,1,WomanNo,[],0,['Degree In Law'],0,1,3
8,1.1011272585768483,0.4571906985263279,0.45723405685978236,-0.9004997528736977,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.5298508358545067,12,269,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Carrefour', 'start_date': 'January 2022', 'end_date': 'December 2023', 'role': 'Cashier  Stocker', 'duration': '1 year, 11 months', 'duration_months': 23}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Machine Learning', 'Personnel Selection', 'Personal Profiles', 'Research', 'Problem Solving']",Man,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,60,0,ManYes,[],0,['Degree In Law'],1,0,2
9,1.0884335968962533,0.45235466470773106,0.4615161957981043,-0.874400862084631,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.692406264820488,14,278,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'El Pita Restaurant Atlantic', 'start_date': 'November 2020', 'end_date': 'December 2021', 'role': 'Home Delivery Food Delivery Man', 'duration': '1 year, 1 months', 'duration_months': 13}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Research']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,68,0,WomanNo,[],0,['Degree In Law'],0,1,3
