,id_j,id_c,prediction,gender_c_agg_perceived_foreign_c,gender_c,agg_perceived_foreign_c,fitness_experience_fair,fitness_education_fair,fitness_skills_fair,score_fair,rank
0,1,637,0.3866559746368796,WomanNo,Woman,No,0.05985412712983446,-0.03236511164403316,0.2611450482344247,0.3608594747914522,1
1,1,581,0.3866559746368796,ManNo,Man,No,0.026628765668627596,-0.08322675684335462,0.20114020723127196,0.3549471841235823,2
2,1,2115,0.3866559746368796,ManNo,Man,No,0.3620147820652679,-0.09524836018102596,0.327541803222935,0.920309736253142,3
3,1,685,0.3866559746368796,WomanNo,Woman,No,-0.3131013174496952,-0.3868805769472368,-0.21336335087569636,0.3598309070988969,4
4,1,2111,0.3866559746368796,WomanNo,Woman,No,0.19339009300820284,0.14565007691934803,0.4636976614879483,0.2841951161534653,5
5,1,2106,0.3866559746368796,ManNo,Man,No,0.30370917429938205,0.06416544592917511,0.4813890529167205,0.6002747907404078,6
6,1,569,0.3866559746368796,WomanNo,Woman,No,0.11427751167882394,0.06729712952247842,0.3640202533072417,0.27427964002117383,7
7,1,564,0.3866559746368796,WomanYes,Woman,Yes,-0.16756246579483472,-0.2656196044405011,-0.03343227957671732,0.29808183983409475,8
8,1,2052,0.3866559746368796,WomanNo,Woman,No,0.22102905260831537,0.1373613240179659,0.4817979985748888,0.35236427280933147,9
9,1,564,0.3866559746368796,WomanYes,Woman,Yes,-0.16756246579483472,-0.2656196044405011,-0.03343227957671732,0.29808183983409475,10
10,1,648,0.3866559746368796,ManYes,Man,Yes,-0.15630758682911491,-0.2716244486546504,-0.05958116609966328,0.44923469055778203,11
11,1,530,0.3866559746368796,ManNo,Man,No,0.1260939134212823,-0.07501457018407114,0.2497330157708469,0.5314083474495019,12
12,1,530,0.3866559746368796,ManNo,Man,No,-0.014152935084912638,-0.08826738752823476,0.18032455044621976,0.2796607042289167,13
13,1,524,0.3866559746368796,WomanNo,Woman,No,0.1730183236126531,-0.10784920918418145,0.22112329050809262,0.7196221113531385,14
14,1,518,0.3866559746368796,ManYes,Man,Yes,0.8307004449493699,0.07787990074908713,0.47894053221261207,0.649027191841371,15
15,1,657,0.3866559746368796,WomanNo,Woman,No,0.19471742904435757,-0.1998450314723454,0.12215995315349594,0.8577683039751263,16
16,1,659,0.3866559746368796,WomanNo,Woman,No,0.3589655750466424,0.14431107505973023,0.6051719492468061,0.5785140428310466,17
17,1,661,0.3866559746368796,ManNo,Man,No,0.11926583576216514,0.015311173311594485,0.3250906519409217,0.3521683427777562,18
18,1,672,0.3866559746368796,ManYes,Man,Yes,0.0503682467707622,-0.038880161744862814,0.2547992027144727,0.36799603167015565,19
19,1,386,0.3866559746368796,ManNo,Man,No,-0.014152935084912638,-0.08826738752823476,0.18032455044621976,0.2796607042289167,20
20,1,676,0.3866559746368796,WomanNo,Woman,No,0.2016917583643371,0.1432372894137252,0.4691255146695915,0.30481142077911755,21
21,1,621,0.3866559746368796,ManNo,Man,No,0.3943078321597999,0.03126858133598614,0.5145341653990128,0.7956898986477118,22
22,1,611,0.3866559746368796,WomanNo,Woman,No,0.04388097775955387,-0.12602308441763016,0.16010761228251097,0.5233148557954748,23
23,1,633,0.3866559746368796,WomanNo,Woman,No,0.3189908814095642,0.03676403573815436,0.48598201981743466,0.7056179939408177,24
24,1,359,0.3866559746368796,ManNo,Man,No,0.18190804109413192,0.0959559284451983,0.4169449728305442,0.3259991788412733,25
25,1,584,0.3866559746368796,ManYes,Man,Yes,0.22439719694989196,-0.10724476525334546,0.23260095208062165,0.8130446127272785,26
