,id_j,id_c,prediction,gender_c_agg_perceived_foreign_c,gender_c,agg_perceived_foreign_c,fitness_experience_fair,fitness_education_fair,fitness_skills_fair,score_fair,rank
0,1,2115,1.624586515999214,ManNo,Man,No,0.6753722194081887,0.04637940071934622,0.19481167725710102,1.6231848126087274,1
1,1,2164,1.624586515999214,ManNo,Man,No,0.6621742134949522,0.01961389343460295,0.1524378746337376,1.6598839504218115,2
2,1,584,1.624586515999214,ManYes,Man,Yes,0.6350497539549549,0.14685562399168747,0.22327506243996692,1.4874406697202405,3
3,1,657,1.624586515999214,WomanNo,Woman,No,0.6702562436323194,0.014165407483094987,0.1669878779375768,1.6540611697411058,4
4,1,607,1.624586515999214,ManNo,Man,No,0.6849001924356218,-0.014060190446208053,0.15331164363986985,1.7092602765350813,5
5,1,524,1.624586515999214,WomanNo,Woman,No,0.6099721913664787,0.21774360299753007,0.258720762028901,1.3626460705574004,6
6,1,644,0.8599135160816933,WomanNo,Woman,No,0.5358376733143955,0.4888524582640986,0.4194978574580717,0.7151127288152868,7
7,1,648,0.8599135160816933,ManYes,Man,Yes,0.5765756361332972,0.32158278942744783,0.29873522053390833,1.1858182162733064,8
8,1,652,0.8599135160816933,WomanNo,Woman,No,0.533272770234308,0.49591709611596435,0.4315630881458241,0.7134761009977436,9
9,1,455,0.8599135160816933,ManYes,Man,Yes,0.5350234013560561,0.4887535953750196,0.4214116889778589,0.7488333028585189,10
10,1,1939,0.8599135160816933,ManNo,Man,No,0.5325420371731334,0.5047444683203478,0.43409592632024957,0.6987350951728482,11
11,1,637,0.8599135160816933,WomanNo,Woman,No,0.528847919817753,0.5093675956930317,0.46135264429746736,0.69835614763352,12
12,1,685,0.8599135160816933,WomanNo,Woman,No,0.5785761321557337,0.30401162385061603,0.28630336853255633,1.198315213150011,13
13,1,1937,0.8599135160816933,ManNo,Man,No,0.538903011870117,0.47707626399657144,0.40393281806684234,0.766739179682728,14
14,1,579,0.8599135160816933,WomanNo,Woman,No,0.560622281051003,0.3744716903170318,0.3272726293995349,1.0220863190038647,15
15,1,1963,0.8599135160816933,ManNo,Man,No,0.5433718577163952,0.45977150189216737,0.3861814776198357,0.7970618045452313,16
16,1,1972,0.8599135160816933,WomanNo,Woman,No,0.5380666943482084,0.4735453453298334,0.41197435639819163,0.785493318453586,17
17,1,672,0.8599135160816933,ManYes,Man,Yes,0.5291524485471047,0.5103334680932875,0.458571465352136,0.7103640947039663,18
18,1,633,0.8599135160816933,WomanNo,Woman,No,0.5624337909861582,0.38875338976953905,0.38131868122886703,1.0129179695276966,19
19,1,635,0.8599135160816933,ManNo,Man,No,0.5349750891163355,0.49310814409221326,0.4232372201101191,0.7388851779324673,20
20,1,1991,0.8599135160816933,ManNo,Man,No,0.5474584341872866,0.43561997119528145,0.3693228973739639,0.8942079804193026,21
21,1,633,0.8599135160816933,WomanNo,Woman,No,0.5624337909861582,0.38875338976953905,0.38131868122886703,1.0129179695276966,22
22,1,621,0.8599135160816933,ManNo,Man,No,0.5872851945404529,0.3195790664084236,0.3477570445101255,1.1479428007828538,23
23,1,518,0.8599135160816933,ManYes,Man,Yes,0.5540377288647935,0.41296035790555924,0.368332612229711,0.9848048930233859,24
24,1,617,0.8599135160816933,WomanNo,Woman,No,0.5594716908152562,0.3835765570679173,0.34310553163444746,1.032447598004449,25
25,1,530,0.8599135160816933,ManNo,Man,No,0.5648745150540424,0.3869633948233152,0.360221273152632,1.05403208941662,26
26,1,611,0.8599135160816933,WomanNo,Woman,No,0.5689385375796975,0.3555337048240697,0.3341554051723737,1.103593958148133,27
27,1,541,0.8599135160816933,ManNo,Man,No,0.5493191144982453,0.42706600709880604,0.36258417895555817,0.9187595089110404,28
28,1,550,0.8599135160816933,ManYes,Man,Yes,0.5507262949915324,0.41780338667627476,0.35783357597047766,0.9390898977973562,29
29,1,564,0.8599135160816933,WomanYes,Woman,Yes,0.5587784777369388,0.38664806614937536,0.35077069399081484,1.0069552440562142,30
30,1,564,0.8599135160816933,WomanYes,Woman,Yes,0.5587784777369388,0.38664806614937536,0.35077069399081484,1.0069552440562142,31
31,1,1976,0.8599135160816933,ManNo,Man,No,0.5378694535348347,0.4796536123348169,0.4110934040324886,0.7834678742529743,32
32,1,581,0.8599135160816933,ManNo,Man,No,0.5370764987367824,0.4849620919620588,0.43391425518019344,0.7969383883975091,33
33,1,2196,0.8599135160816933,WomanNo,Woman,No,0.560622281051003,0.3744716903170318,0.3272726293995349,1.0220863190038647,34
34,1,2201,0.8599135160816933,WomanNo,Woman,No,0.5347870124469722,0.48873489332142867,0.42515591645695516,0.7371293513043664,35
35,1,349,0.8599135160816933,WomanNo,Woman,No,0.5421267894015582,0.4553620717582443,0.3968277307542962,0.8405914255112197,36
36,1,2141,0.8599135160816933,ManNo,Man,No,0.565074053840287,0.3781818991028486,0.34135552311235023,1.076973417852699,37
37,1,2142,0.8599135160816933,ManNo,Man,No,0.5765256620624095,0.3096062967042094,0.2798013609901287,1.1882683156479148,38
38,1,2112,0.8599135160816933,WomanNo,Woman,No,0.5417196731843142,0.4655117717231973,0.3956224765091829,0.7682139430005007,39
39,1,2169,0.8599135160816933,WomanNo,Woman,No,0.5689385375796975,0.3555337048240697,0.3341554051723737,1.103593958148133,40
40,1,2106,0.8599135160816933,ManNo,Man,No,0.543847292055064,0.46355206153650713,0.44386216415201946,0.8247668469296642,41
41,1,2087,0.8599135160816933,ManNo,Man,No,0.5393661222614485,0.4728475711391115,0.40511267710090854,0.8053048151982761,42
42,1,2085,0.8599135160816933,WomanNo,Woman,No,0.544399361930655,0.44654015760114163,0.3840577020243635,0.8466490678262472,43
43,1,2199,0.8599135160816933,WomanNo,Woman,No,0.5428374290851333,0.45224340460818263,0.3942967040027645,0.849750856814866,44
44,1,2127,0.8599135160816933,WomanNo,Woman,No,0.5482421194922278,0.4321812291868028,0.3691594928445579,0.8675269836144137,45
45,1,2204,0.8599135160816933,WomanNo,Woman,No,0.5503492647414016,0.42029180123371135,0.36943456364258276,0.9390511347677806,46
46,1,2047,0.8599135160816933,ManYes,Man,Yes,0.5446287298880748,0.4458216397481414,0.37976035869912655,0.8592192951807864,47
47,1,2213,0.8599135160816933,ManNo,Man,No,0.5408742659689109,0.4732109752441133,0.3974274335705779,0.754604024262303,48
48,1,2036,0.8599135160816933,ManYes,Man,Yes,0.53596210106666,0.4887162740661115,0.41613589829709907,0.7245917900112118,49
49,1,417,0.8599135160816933,WomanYes,Woman,Yes,0.538350424925397,0.47803562926696186,0.4143970676008992,0.736892576081045,50
50,1,625,0.41961236034714344,WomanNo,Woman,No,0.5171562218905873,0.5680019211069055,0.5108925828091453,0.464871318263454,51
51,1,2186,0.41961236034714344,ManNo,Man,No,0.5239175964069716,0.5412754523686051,0.47773917410559785,0.5869459336024361,52
52,1,605,0.41961236034714344,WomanNo,Woman,No,0.52169965366726,0.545395221427321,0.4867735290542696,0.5564287428393366,53
53,1,595,0.41961236034714344,ManNo,Man,No,0.5281086042160855,0.5183486911630477,0.4763277244373859,0.6850040649277678,54
54,1,2214,0.41961236034714344,ManNo,Man,No,0.5285625593226511,0.5245073886545809,0.45333372454847165,0.626915009468475,55
55,1,615,0.41961236034714344,WomanNo,Woman,No,0.5297678835397456,0.5215418501942181,0.44916193194728854,0.6028046544412602,56
56,1,2162,0.41961236034714344,ManNo,Man,No,0.5239175964069716,0.5412754523686051,0.47773917410559785,0.5869459336024361,57
57,1,583,0.41961236034714344,ManNo,Man,No,0.5203084936087928,0.5585241891640141,0.49650026722947216,0.5161438158804896,58
58,1,618,0.41961236034714344,ManYes,Man,Yes,0.5275417729647479,0.5197971334827076,0.457773028582409,0.6642323695118942,59
59,1,581,0.41961236034714344,ManNo,Man,No,0.5205011611369887,0.5511121120957391,0.49726686102862816,0.5658033918601788,60
60,1,1992,0.41961236034714344,ManNo,Man,No,0.5341580354592285,0.51168899252827,0.43127168876759425,0.6251323638842151,61
61,1,2118,0.41961236034714344,WomanNo,Woman,No,0.5244422255189063,0.5526602773646624,0.4793375838075075,0.4863075508377895,62
62,1,2123,0.41961236034714344,ManNo,Man,No,0.5285625593226511,0.5245073886545809,0.45333372454847165,0.626915009468475,63
63,1,2052,0.41961236034714344,WomanNo,Woman,No,0.5067337189728712,0.6005739467751294,0.577202595171735,0.33874541713101647,64
64,1,2028,0.41961236034714344,WomanNo,Woman,No,0.5208259594674401,0.5496367760967672,0.4911719258350704,0.5398476637002688,65
65,1,1962,0.41961236034714344,WomanYes,Woman,Yes,0.5244221002196526,0.5425863566866038,0.47971309355152303,0.5329964529475815,66
66,1,1953,0.41961236034714344,WomanNo,Woman,No,0.5104402020898995,0.6044446673225806,0.5536281867981256,0.2988123079525052,67
67,1,1944,0.41961236034714344,WomanNo,Woman,No,0.530615162728165,0.5288850884177014,0.45067049270323367,0.5566015406342438,68
68,1,2044,0.41961236034714344,WomanNo,Woman,No,0.529173675871792,0.5159646388557372,0.45006513470469794,0.6446207934084763,69
69,1,685,0.41961236034714344,WomanNo,Woman,No,0.5325471472701607,0.506250119564307,0.43503048370127334,0.6565705597328493,70
70,1,2051,0.41961236034714344,WomanNo,Woman,No,0.530615162728165,0.5288850884177014,0.45067049270323367,0.5566015406342438,71
71,1,661,0.41961236034714344,ManNo,Man,No,0.5220944951353403,0.5414375743505123,0.49850823315447645,0.6044086051433578,72
72,1,2122,0.41961236034714344,WomanNo,Woman,No,0.5275432627895239,0.52421105199391,0.4579491909620331,0.6150248751708877,73
73,1,659,0.41961236034714344,WomanNo,Woman,No,0.5226112160549309,0.5403349018937214,0.5244926157226114,0.5511709790350844,74
74,1,654,0.41961236034714344,WomanNo,Woman,No,0.5258116799791054,0.5260172156244424,0.46737534698184474,0.6289479840623933,75
75,1,647,0.41961236034714344,WomanNo,Woman,No,0.5282969336330566,0.5203783643151065,0.4542646229232926,0.62887565512887,76
76,1,638,0.41961236034714344,WomanNo,Woman,No,0.5192966089399359,0.5497558174542622,0.5004245429984557,0.55472731994356,77
77,1,638,0.41961236034714344,WomanNo,Woman,No,0.5192966089399359,0.5497558174542622,0.5004245429984557,0.55472731994356,78
78,1,638,0.41961236034714344,WomanNo,Woman,No,0.511438021221395,0.5862108692003275,0.5405925938404345,0.4026647074608171,79
79,1,2005,0.41961236034714344,WomanNo,Woman,No,0.5334736788776924,0.5116069709792,0.435044166423625,0.6174138229061044,80
80,1,576,0.41961236034714344,ManNo,Man,No,0.5259366094491195,0.531953431096425,0.46804235985091264,0.6231800684404043,81
81,1,2215,0.41961236034714344,ManYes,Man,Yes,0.5288588214404607,0.527424704802652,0.45206259617773276,0.588666237572961,82
82,1,349,0.41961236034714344,WomanNo,Woman,No,0.5253566713831943,0.5355445280872903,0.4690547904627099,0.5730702371710851,83
83,1,486,0.41961236034714344,WomanNo,Woman,No,0.5104402020898995,0.6044446673225806,0.5536281867981256,0.2988123079525052,84
84,1,479,0.41961236034714344,WomanNo,Woman,No,0.5244422255189063,0.5526602773646624,0.4793375838075075,0.4863075508377895,85
85,1,386,0.41961236034714344,ManNo,Man,No,0.528169505156006,0.5194288293507492,0.4651494596512304,0.6843286903308369,86
86,1,472,0.41961236034714344,WomanYes,Woman,Yes,0.524910833403288,0.5518516036225983,0.48142029955674626,0.4803729296747201,87
