,fitness_experience_fair,fitness_education_fair,fitness_skills_fair,score_fair,fitness_experience,fitness_education,fitness_skills,score,Unnamed: 0,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c,id_j,education_reqs_j,experience_reqs_role_j,experience_reqs_duration_j,skills_j,gender_j,agg_perceived_foreign_j,ranking,shortlisted,gender_c_agg_perceived_foreign_c,relevant_exp_role_c,role_duration_months_c,degree_list_c,fitness_gender,fitness_foreign,gender_c_coded,agg_perceived_foreign_c_coded
0,1.8702788273627764,3.3025692001628713,0.24359447377238344,-2.2605574060888074,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.854961693786468,0,5,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Stylo Milano', 'start_date': 'October 2019', 'end_date': 'March 2020', 'role': 'Hairdresser', 'duration': '5 months', 'duration_months': 5}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Machine Learning', 'Personnel Selection', 'Personal Profiles', 'Research', 'Problem Solving']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,72,0,ManNo,[],0,['Degree In Law'],1,1,3,1
1,1.879370795952003,3.3390810315816553,0.2508887054471854,-2.204464563859478,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.7465914078091482,2,16,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Alcampo', 'start_date': 'January 2022', 'end_date': 'December 2022', 'role': 'Cashier', 'duration': '11 months', 'duration_months': 11}]","['Entrepreneurship', 'Operating Systems', 'Literacy', 'Web Design', 'Adobe Premiere Pro', 'Adobe Indesign', 'Adobe Illustrator', 'Project Management', 'Java (Programming Language)', 'Legal Research', 'Project Management Software', 'Research', 'Outsourcing', 'Italian', 'Machine Learning', 'Microsoft Outlook', 'Arabic', 'Maple (Software)', 'French', 'Social Integration', 'Adobe Photoshop', 'Adobe Creative Suite', 'Microsoft Office', 'Storage Management', 'Artificial Intelligence', 'Integration', 'Operations', 'Registration', 'Microsoft Powerpoint']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,71,0,WomanNo,[],0,['Degree In Law'],0,1,4,1
2,1.4477187224379915,3.0584365627578745,0.42767265039610347,0.3941169434913716,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-0.10221383748097819,4,17,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'The Phone House', 'start_date': 'June 2023', 'end_date': 'September 2023', 'role': 'Saleswoman', 'duration': '3 months', 'duration_months': 3}]","['Microsoft Word', 'Personnel Selection', 'Draft (Boiler)', 'Adobe Premiere Pro', 'Communications', 'Project Management', 'Java (Programming Language)', 'Microsoft Excel', 'Filing', 'Italian', 'Arabic', 'Microsoft Outlook', 'Maple (Software)', 'French', 'Social Integration', 'Microsoft Office', 'Informatics', 'Integration', 'Microsoft Powerpoint']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,49,0,ManNo,[],0,['Degree In Law'],1,1,3,1
3,1.595539448805409,3.174538950448219,0.40107632326909604,-0.2721182299705911,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-0.7417411172287184,5,65,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'La Duquesa Golf Club', 'start_date': 'March 2022', 'end_date': 'June 2022', 'role': 'Proshop Store Clerk', 'duration': '3 months', 'duration_months': 3}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Personal Profiles', 'Research']",Man,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,52,0,ManYes,[],0,['Degree In Law'],1,0,3,2
4,1.3341444381831047,2.8948966747838627,0.5178733567931126,0.7545759122736571,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,0.23145256934393035,6,121,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Golden Crayfish', 'start_date': 'April 2023', 'end_date': 'September 2023', 'role': 'Waitress', 'duration': '5 months', 'duration_months': 5}]","['Microsoft Excel', 'Microsoft Office', 'French']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,18,0,ManNo,[],0,['Degree In Law'],1,1,3,1
5,1.3034436287595026,2.8493067584728866,0.5434046767071897,0.8480338001603017,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,0.31486917105015705,7,130,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'New York Haute Couture Clothing Store', 'start_date': 'January 2023', 'end_date': 'April 2023', 'role': 'Customer Service Agent', 'duration': '3 months', 'duration_months': 3}]","['Communications', 'Microsoft Word', 'Spanish', 'Reconciliation', 'Problem Solving']",Man,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,13,0,ManNo,[],0,['Degree In Law'],1,1,3,1
6,0.7096029611395221,1.9179751830900456,0.9536372474760053,2.2603990338032167,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,1.8997846034684693,9,147,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Aramark Sa La Orotava Salesian School', 'start_date': 'October 2022', 'end_date': 'Current', 'role': 'Dinning Hall Monitor', 'duration': '2 years, 5 months', 'duration_months': 29}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Machine Learning', 'Personnel Selection', 'Personal Profiles', 'Research', 'Problem Solving']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,1,1,WomanNo,[],0,['Degree In Law'],0,1,4,1
7,1.2638840292065485,2.7899864076632888,0.5767731167602518,0.9671802208347584,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,0.42053019987804463,10,225,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Prosegur', 'start_date': 'August 2021', 'end_date': 'June 2022', 'role': 'Security Assistant', 'duration': '10 months', 'duration_months': 10}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Personnel Selection', 'Personal Profiles', 'Research']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,9,1,WomanNo,[],0,['Degree In Law'],0,1,4,1
8,1.8217118327725443,3.2404283439315194,0.25055614966216994,-2.0496384097609326,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.5298508358545067,12,269,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Carrefour', 'start_date': 'January 2022', 'end_date': 'December 2023', 'role': 'Cashier  Stocker', 'duration': '1 year, 11 months', 'duration_months': 23}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Machine Learning', 'Personnel Selection', 'Personal Profiles', 'Research', 'Problem Solving']",Man,Yes,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,60,0,ManYes,[],0,['Degree In Law'],1,0,3,2
9,1.882563288114936,3.3542151747681554,0.25399520364638417,-2.1763956698244415,-0.35138802111624295,-0.24531460894605517,-1.2194193924389878,-2.692406264820488,14,278,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'El Pita Restaurant Atlantic', 'start_date': 'November 2020', 'end_date': 'December 2021', 'role': 'Home Delivery Food Delivery Man', 'duration': '1 year, 1 months', 'duration_months': 13}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Research']",Woman,No,5,"['Law Bachelor', 'Degree In Law', 'Higher Degree In Administration And Finance', 'Double Masters Degree In Access To The Legal Profession And Legal Advice For Bilingual Companies']",['Consultant'],12,"['Punctuality', 'Organization', 'Accounting', 'English', 'Consulting']",Man,No,68,0,WomanNo,[],0,['Degree In Law'],0,1,4,1
